G_front,G_vert,G_lat,ant_id,RSSI,phase,freq,person,activity
0.40101,0.93932,-0.03649,2,-55.5,1.0063,920.75,51,2
0.40101,0.93932,-0.03649,2,-55.5,1.0063,920.75,51,2
0.35411,0.96229,-0.093505,2,-56.0,0.62433,920.75,51,2
0.35411,0.96229,-0.093505,2,-56.0,0.62433,920.75,51,2
0.35411,0.96229,-0.093505,2,-56.0,0.62433,920.75,51,2
0.35411,0.96229,-0.093505,2,-56.0,0.62433,920.75,51,2
0.35411,0.96229,-0.093505,2,-56.0,0.62433,920.75,51,2
0.35411,0.96229,-0.093505,2,-56.0,0.62433,920.75,51,2
0.35411,0.96229,-0.093505,2,-55.5,5.418,923.75,51,2
0.35411,0.96229,-0.093505,2,-55.5,5.418,923.75,51,2
0.35411,0.96229,-0.093505,2,-55.5,5.418,923.75,51,2
0.35411,0.96229,-0.093505,2,-55.5,5.418,923.75,51,2
0.35411,0.96229,-0.093505,2,-55.5,5.418,923.75,51,2
0.35411,0.96229,-0.093505,2,-55.5,5.418,923.75,51,2
0.35411,0.96229,-0.093505,2,-56.5,0.16567,920.75,51,2
0.35411,0.96229,-0.093505,2,-56.5,0.16567,920.75,51,2
0.35411,0.96229,-0.093505,2,-56.5,0.16567,920.75,51,2
0.35411,0.96229,-0.093505,2,-56.5,0.16567,920.75,51,2
0.35411,0.96229,-0.093505,2,-56.5,0.16567,920.75,51,2
0.35411,0.96229,-0.093505,2,-56.5,0.16567,920.75,51,2
0.58862,0.89339,-0.047893,2,-53.0,5.3935,924.75,51,2
0.58862,0.89339,-0.047893,2,-53.0,5.3935,924.75,51,2
0.58862,0.89339,-0.047893,2,-53.0,5.3935,924.75,51,2
0.58862,0.89339,-0.047893,2,-53.0,5.3935,924.75,51,2
0.58862,0.89339,-0.047893,2,-53.0,5.3935,924.75,51,2
0.58862,0.89339,-0.047893,2,-53.0,5.3935,924.75,51,2
0.38928,0.96229,-0.047893,2,-55.5,4.4271,920.75,51,2
0.38928,0.96229,-0.047893,2,-55.5,4.4271,920.75,51,2
0.38928,0.96229,-0.047893,2,-55.5,4.4271,920.75,51,2
0.38928,0.96229,-0.047893,2,-55.5,4.4271,920.75,51,2
0.38928,0.96229,-0.047893,2,-55.5,4.4271,920.75,51,2
0.38928,0.96229,-0.047893,2,-55.5,4.4271,920.75,51,2
0.42446,0.92784,-0.082102,2,-55.0,0.75625,920.75,51,2
0.42446,0.92784,-0.082102,2,-55.0,0.75625,920.75,51,2
0.42446,0.92784,-0.082102,2,-55.0,0.75625,920.75,51,2
0.42446,0.92784,-0.082102,2,-55.0,0.75625,920.75,51,2
0.42446,0.92784,-0.082102,2,-55.0,0.75625,920.75,51,2
0.42446,0.92784,-0.082102,2,-55.0,0.75625,920.75,51,2
0.42446,0.92784,-0.082102,2,-55.0,1.0508,920.25,51,2
0.42446,0.92784,-0.082102,2,-55.0,1.0508,920.25,51,2
0.42446,0.92784,-0.082102,2,-55.0,1.0508,920.25,51,2
0.42446,0.92784,-0.082102,2,-55.0,1.0508,920.25,51,2
0.42446,0.92784,-0.082102,2,-55.0,1.0508,920.25,51,2
0.42446,0.92784,-0.082102,2,-55.0,1.0508,920.25,51,2
0.43619,0.91636,-0.093505,2,-55.5,0.96487,920.25,51,2
0.43619,0.91636,-0.093505,2,-55.5,0.96487,920.25,51,2
0.43619,0.91636,-0.093505,2,-55.5,0.96487,920.25,51,2
0.43619,0.91636,-0.093505,2,-55.5,0.96487,920.25,51,2
0.43619,0.91636,-0.093505,2,-55.5,0.96487,920.25,51,2
0.43619,0.91636,-0.093505,2,-55.5,0.96487,920.25,51,2
0.40101,0.95081,-0.11631,2,-55.5,0.21936,921.75,51,2
0.40101,0.95081,-0.11631,2,-55.5,0.21936,921.75,51,2
0.40101,0.95081,-0.11631,2,-55.5,0.21936,921.75,51,2
0.40101,0.95081,-0.11631,2,-55.5,0.21936,921.75,51,2
0.40101,0.95081,-0.11631,2,-55.5,0.21936,921.75,51,2
0.40101,0.95081,-0.11631,2,-55.5,0.21936,921.75,51,2
0.40101,0.96229,-0.13912,2,-56.0,1.6751,925.25,51,2
0.40101,0.96229,-0.13912,2,-56.0,1.6751,925.25,51,2
0.40101,0.96229,-0.13912,2,-56.0,1.6751,925.25,51,2
0.40101,0.96229,-0.13912,2,-56.0,1.6751,925.25,51,2
0.40101,0.96229,-0.13912,2,-56.0,1.6751,925.25,51,2
0.40101,0.96229,-0.13912,2,-56.0,1.6751,925.25,51,2
0.56517,0.85894,-0.0022806,2,-54.5,0.70563,920.75,51,2
0.56517,0.85894,-0.0022806,2,-54.5,0.70563,920.75,51,2
0.56517,0.85894,-0.0022806,2,-54.5,0.70563,920.75,51,2
0.56517,0.85894,-0.0022806,2,-54.5,0.70563,920.75,51,2
0.56517,0.85894,-0.0022806,2,-54.5,0.70563,920.75,51,2
0.56517,0.85894,-0.0022806,2,-54.5,0.70563,920.75,51,2
0.33066,0.97377,-0.19613,2,-55.5,1.0094,920.25,51,2
0.33066,0.97377,-0.19613,2,-55.5,1.0094,920.25,51,2
0.33066,0.97377,-0.19613,2,-55.5,1.0094,920.25,51,2
0.33066,0.97377,-0.19613,2,-55.5,1.0094,920.25,51,2
0.33066,0.97377,-0.19613,2,-55.5,1.0094,920.25,51,2
0.33066,0.97377,-0.19613,2,-55.5,1.0094,920.25,51,2
0.40101,0.95081,-0.093505,2,-55.5,0.7179,920.75,51,2
0.40101,0.95081,-0.093505,2,-55.5,0.7179,920.75,51,2
0.40101,0.95081,-0.093505,2,-55.5,0.7179,920.75,51,2
0.40101,0.95081,-0.093505,2,-55.5,0.7179,920.75,51,2
0.40101,0.95081,-0.093505,2,-55.5,0.7179,920.75,51,2
0.40101,0.95081,-0.093505,2,-55.5,0.7179,920.75,51,2
0.56517,0.88191,-0.10491,2,-56.0,1.106,920.25,51,2
0.56517,0.88191,-0.10491,2,-56.0,1.106,920.25,51,2
0.56517,0.88191,-0.10491,2,-56.0,1.106,920.25,51,2
0.56517,0.88191,-0.10491,2,-56.0,1.106,920.25,51,2
0.56517,0.88191,-0.10491,2,-56.0,1.106,920.25,51,2
0.56517,0.88191,-0.10491,2,-56.0,1.106,920.25,51,2
0.44791,0.84746,-0.0022806,2,-56.0,0.12425,921.25,51,2
0.44791,0.84746,-0.0022806,2,-56.0,0.12425,921.25,51,2
0.44791,0.84746,-0.0022806,2,-56.0,0.12425,921.25,51,2
0.44791,0.84746,-0.0022806,2,-56.0,0.12425,921.25,51,2
0.44791,0.84746,-0.0022806,2,-56.0,0.12425,921.25,51,2
0.44791,0.84746,-0.0022806,2,-56.0,0.12425,921.25,51,2
0.67069,0.88191,-0.047893,2,-51.5,0.51388,922.25,51,2
0.67069,0.88191,-0.047893,2,-51.5,0.51388,922.25,51,2
0.67069,0.88191,-0.047893,2,-51.5,0.51388,922.25,51,2
0.67069,0.88191,-0.047893,2,-51.5,0.51388,922.25,51,2
0.67069,0.88191,-0.047893,2,-51.5,0.51388,922.25,51,2
0.67069,0.88191,-0.047893,2,-51.5,0.51388,922.25,51,2
0.41273,0.92784,-0.059296,2,-55.5,0.93113,920.75,51,2
0.41273,0.92784,-0.059296,2,-55.5,0.93113,920.75,51,2
0.41273,0.92784,-0.059296,2,-55.5,0.93113,920.75,51,2
0.41273,0.92784,-0.059296,2,-55.5,0.93113,920.75,51,2
0.41273,0.92784,-0.059296,2,-55.5,0.93113,920.75,51,2
0.41273,0.92784,-0.059296,2,-55.5,0.93113,920.75,51,2
0.28376,0.99674,-0.23034,2,-55.5,0.78386,920.25,51,2
0.28376,0.99674,-0.23034,2,-55.5,0.78386,920.25,51,2
0.28376,0.99674,-0.23034,2,-55.5,0.78386,920.25,51,2
0.28376,0.99674,-0.23034,2,-55.5,0.78386,920.25,51,2
0.28376,0.99674,-0.23034,2,-55.5,0.78386,920.25,51,2
0.28376,0.99674,-0.23034,2,-55.5,0.78386,920.25,51,2
0.44791,0.91636,-0.11631,2,-55.0,0.76852,920.25,51,2
0.44791,0.91636,-0.11631,2,-55.0,0.76852,920.25,51,2
0.44791,0.91636,-0.11631,2,-55.0,0.76852,920.25,51,2
0.44791,0.91636,-0.11631,2,-55.0,0.76852,920.25,51,2
0.44791,0.91636,-0.11631,2,-55.0,0.76852,920.25,51,2
0.44791,0.91636,-0.11631,2,-55.0,0.76852,920.25,51,2
0.51826,0.89339,-0.082102,2,-55.0,0.74858,920.25,51,2
0.51826,0.89339,-0.082102,2,-55.0,0.74858,920.25,51,2
0.51826,0.89339,-0.082102,2,-55.0,0.74858,920.25,51,2
0.51826,0.89339,-0.082102,2,-55.0,0.74858,920.25,51,2
0.51826,0.89339,-0.082102,2,-55.0,0.74858,920.25,51,2
0.51826,0.89339,-0.082102,2,-55.0,0.74858,920.25,51,2
0.42446,0.95081,-0.13912,2,-56.5,1.2747,925.75,51,2
0.42446,0.95081,-0.13912,2,-56.5,1.2747,925.75,51,2
0.42446,0.95081,-0.13912,2,-56.5,1.2747,925.75,51,2
0.42446,0.95081,-0.13912,2,-56.5,1.2747,925.75,51,2
0.42446,0.95081,-0.13912,2,-56.5,1.2747,925.75,51,2
0.42446,0.95081,-0.13912,2,-56.5,1.2747,925.75,51,2
0.37756,0.96229,-0.11631,2,-55.0,0.7179,920.25,51,2
0.37756,0.96229,-0.11631,2,-55.0,0.7179,920.25,51,2
0.37756,0.96229,-0.11631,2,-55.0,0.7179,920.25,51,2
0.37756,0.96229,-0.11631,2,-55.0,0.7179,920.25,51,2
0.37756,0.96229,-0.11631,2,-55.0,0.7179,920.25,51,2
0.37756,0.96229,-0.11631,2,-55.0,0.7179,920.25,51,2
0.44791,0.92784,-0.03649,2,-56.0,0.90351,920.25,51,2
0.44791,0.92784,-0.03649,2,-56.0,0.90351,920.25,51,2
0.44791,0.92784,-0.03649,2,-56.0,0.90351,920.25,51,2
0.44791,0.92784,-0.03649,2,-56.0,0.90351,920.25,51,2
0.44791,0.92784,-0.03649,2,-56.0,0.90351,920.25,51,2
0.44791,0.92784,-0.03649,2,-56.0,0.90351,920.25,51,2
0.44791,0.92784,-0.03649,2,-56.0,0.55377,920.75,51,2
0.44791,0.92784,-0.03649,2,-56.0,0.55377,920.75,51,2
0.44791,0.92784,-0.03649,2,-56.0,0.55377,920.75,51,2
0.44791,0.92784,-0.03649,2,-56.0,0.55377,920.75,51,2
0.44791,0.92784,-0.03649,2,-56.0,0.55377,920.75,51,2
0.44791,0.92784,-0.03649,2,-56.0,0.55377,920.75,51,2
0.44791,0.92784,-0.03649,2,-56.0,6.2817,921.75,51,2
0.44791,0.92784,-0.03649,2,-56.0,6.2817,921.75,51,2
0.44791,0.92784,-0.03649,2,-56.0,6.2817,921.75,51,2
0.44791,0.92784,-0.03649,2,-56.0,6.2817,921.75,51,2
0.44791,0.92784,-0.03649,2,-56.0,6.2817,921.75,51,2
0.44791,0.92784,-0.03649,2,-56.0,6.2817,921.75,51,2
0.42446,0.92784,-0.082102,2,-55.5,0.27458,921.25,51,2
0.42446,0.92784,-0.082102,2,-55.5,0.27458,921.25,51,2
0.42446,0.92784,-0.082102,2,-55.5,0.27458,921.25,51,2
0.42446,0.92784,-0.082102,2,-55.5,0.27458,921.25,51,2
0.42446,0.92784,-0.082102,2,-55.5,0.27458,921.25,51,2
0.42446,0.92784,-0.082102,2,-55.5,0.27458,921.25,51,2
0.42446,0.92784,-0.082102,2,-56.5,1.4757,925.25,51,2
0.42446,0.92784,-0.082102,2,-56.5,1.4757,925.25,51,2
0.42446,0.92784,-0.082102,2,-56.5,1.4757,925.25,51,2
0.42446,0.92784,-0.082102,2,-56.5,1.4757,925.25,51,2
0.42446,0.92784,-0.082102,2,-56.5,1.4757,925.25,51,2
0.42446,0.92784,-0.082102,2,-56.5,1.4757,925.25,51,2
0.28376,0.96229,-0.082102,2,-49.0,0.43872,922.75,51,4
0.28376,0.96229,-0.082102,2,-49.0,0.43872,922.75,51,4
0.28376,0.96229,-0.082102,2,-49.0,0.43872,922.75,51,4
0.28376,0.96229,-0.082102,2,-49.0,0.43872,922.75,51,4
0.28376,0.96229,-0.082102,2,-49.0,0.43872,922.75,51,4
0.28376,0.96229,-0.082102,2,-49.0,0.43872,922.75,51,4
0.0023451,0.60631,-0.11631,3,-66.5,4.6679,921.75,51,4
0.0023451,0.60631,-0.11631,3,-66.5,4.6679,921.75,51,4
0.0023451,0.60631,-0.11631,3,-66.5,4.6679,921.75,51,4
0.0023451,0.60631,-0.11631,3,-66.5,4.6679,921.75,51,4
0.0023451,0.60631,-0.11631,3,-66.5,4.6679,921.75,51,4
0.0023451,0.60631,-0.11631,3,-66.5,4.6679,921.75,51,4
0.060972,1.0771,-0.27595,2,-48.5,4.3412,925.75,51,4
0.060972,1.0771,-0.27595,2,-48.5,4.3412,925.75,51,4
0.060972,1.0771,-0.27595,2,-48.5,4.3412,925.75,51,4
0.060972,1.0771,-0.27595,2,-48.5,4.3412,925.75,51,4
0.060972,1.0771,-0.27595,2,-48.5,4.3412,925.75,51,4
0.060972,1.0771,-0.27595,2,-48.5,4.3412,925.75,51,4
0.47136,1.1116,-0.093505,1,-56.0,1.6045,923.25,51,4
0.47136,1.1116,-0.093505,1,-56.0,1.6045,923.25,51,4
0.47136,1.1116,-0.093505,1,-56.0,1.6045,923.25,51,4
0.47136,1.1116,-0.093505,1,-56.0,1.6045,923.25,51,4
0.47136,1.1116,-0.093505,1,-56.0,1.6045,923.25,51,4
0.47136,1.1116,-0.093505,1,-56.0,1.6045,923.25,51,4
0.049247,0.95081,-0.15052,1,-57.5,5.9426,921.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,5.9426,921.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,5.9426,921.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,5.9426,921.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,5.9426,921.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,5.9426,921.25,51,1
0.049247,0.95081,-0.15052,1,-58.0,5.4303,920.75,51,1
0.049247,0.95081,-0.15052,1,-58.0,5.4303,920.75,51,1
0.049247,0.95081,-0.15052,1,-58.0,5.4303,920.75,51,1
0.049247,0.95081,-0.15052,1,-58.0,5.4303,920.75,51,1
0.049247,0.95081,-0.15052,1,-58.0,5.4303,920.75,51,1
0.049247,0.95081,-0.15052,1,-58.0,5.4303,920.75,51,1
0.049247,0.95081,-0.15052,1,-57.5,0.42031,923.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,0.42031,923.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,0.42031,923.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,0.42031,923.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,0.42031,923.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,0.42031,923.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,5.3244,921.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,5.3244,921.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,5.3244,921.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,5.3244,921.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,5.3244,921.25,51,1
0.049247,0.95081,-0.15052,1,-57.5,5.3244,921.25,51,1
0.049247,0.95081,-0.15052,1,-59.0,1.9528,924.75,51,1
0.049247,0.95081,-0.15052,1,-59.0,1.9528,924.75,51,1
0.049247,0.95081,-0.15052,1,-59.0,1.9528,924.75,51,1
0.049247,0.95081,-0.15052,1,-59.0,1.9528,924.75,51,1
0.049247,0.95081,-0.15052,1,-59.0,1.9528,924.75,51,1
0.049247,0.95081,-0.15052,1,-59.0,1.9528,924.75,51,1
0.049247,0.95081,-0.15052,1,-58.5,0.11965,923.25,51,1
0.049247,0.95081,-0.15052,1,-58.5,0.11965,923.25,51,1
0.049247,0.95081,-0.15052,1,-58.5,0.11965,923.25,51,1
0.049247,0.95081,-0.15052,1,-58.5,0.11965,923.25,51,1
0.049247,0.95081,-0.15052,1,-58.5,0.11965,923.25,51,1
0.049247,0.95081,-0.15052,1,-58.5,0.11965,923.25,51,1
0.60034,0.88191,0.020525,1,-59.0,5.3873,920.75,51,1
0.60034,0.88191,0.020525,1,-59.0,5.3873,920.75,51,1
0.60034,0.88191,0.020525,1,-59.0,5.3873,920.75,51,1
0.60034,0.88191,0.020525,1,-59.0,5.3873,920.75,51,1
0.60034,0.88191,0.020525,1,-59.0,5.3873,920.75,51,1
0.60034,0.88191,0.020525,1,-59.0,5.3873,920.75,51,1
0.60034,0.88191,0.020525,1,-58.5,4.6081,921.75,51,1
0.60034,0.88191,0.020525,1,-58.5,4.6081,921.75,51,1
0.60034,0.88191,0.020525,1,-58.5,4.6081,921.75,51,1
0.60034,0.88191,0.020525,1,-58.5,4.6081,921.75,51,1
0.60034,0.88191,0.020525,1,-58.5,4.6081,921.75,51,1
0.60034,0.88191,0.020525,1,-58.5,4.6081,921.75,51,1
0.60034,0.88191,0.020525,4,-57.0,0.092039,920.75,51,1
0.60034,0.88191,0.020525,4,-57.0,0.092039,920.75,51,1
0.60034,0.88191,0.020525,4,-57.0,0.092039,920.75,51,1
0.60034,0.88191,0.020525,4,-57.0,0.092039,920.75,51,1
0.60034,0.88191,0.020525,4,-57.0,0.092039,920.75,51,1
0.60034,0.88191,0.020525,4,-57.0,0.092039,920.75,51,1
0.60034,0.88191,0.020525,1,-58.0,4.5943,921.75,51,1
0.60034,0.88191,0.020525,1,-58.0,4.5943,921.75,51,1
0.60034,0.88191,0.020525,1,-58.0,4.5943,921.75,51,1
0.60034,0.88191,0.020525,1,-58.0,4.5943,921.75,51,1
0.60034,0.88191,0.020525,1,-58.0,4.5943,921.75,51,1
0.60034,0.88191,0.020525,1,-58.0,4.5943,921.75,51,1
0.60034,0.88191,0.020525,4,-56.5,0.61206,920.25,51,1
0.60034,0.88191,0.020525,4,-56.5,0.61206,920.25,51,1
0.60034,0.88191,0.020525,4,-56.5,0.61206,920.25,51,1
0.60034,0.88191,0.020525,4,-56.5,0.61206,920.25,51,1
0.60034,0.88191,0.020525,4,-56.5,0.61206,920.25,51,1
0.60034,0.88191,0.020525,4,-56.5,0.61206,920.25,51,1
0.60034,0.88191,0.020525,1,-59.0,2.3623,924.25,51,1
0.60034,0.88191,0.020525,1,-59.0,2.3623,924.25,51,1
0.60034,0.88191,0.020525,1,-59.0,2.3623,924.25,51,1
0.60034,0.88191,0.020525,1,-59.0,2.3623,924.25,51,1
0.60034,0.88191,0.020525,1,-59.0,2.3623,924.25,51,1
0.60034,0.88191,0.020525,1,-59.0,2.3623,924.25,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.0697,922.25,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.0697,922.25,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.0697,922.25,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.0697,922.25,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.0697,922.25,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.0697,922.25,51,1
0.43619,0.93932,-0.070699,3,-67.5,0.89278,924.25,51,1
0.43619,0.93932,-0.070699,3,-67.5,0.89278,924.25,51,1
0.43619,0.93932,-0.070699,3,-67.5,0.89278,924.25,51,1
0.43619,0.93932,-0.070699,3,-67.5,0.89278,924.25,51,1
0.43619,0.93932,-0.070699,3,-67.5,0.89278,924.25,51,1
0.43619,0.93932,-0.070699,3,-67.5,0.89278,924.25,51,1
0.43619,0.93932,-0.070699,1,-59.0,2.729,923.75,51,1
0.43619,0.93932,-0.070699,1,-59.0,2.729,923.75,51,1
0.43619,0.93932,-0.070699,1,-59.0,2.729,923.75,51,1
0.43619,0.93932,-0.070699,1,-59.0,2.729,923.75,51,1
0.43619,0.93932,-0.070699,1,-59.0,2.729,923.75,51,1
0.43619,0.93932,-0.070699,1,-59.0,2.729,923.75,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.1172,922.25,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.1172,922.25,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.1172,922.25,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.1172,922.25,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.1172,922.25,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.1172,922.25,51,1
0.43619,0.93932,-0.070699,4,-57.0,6.1727,920.75,51,1
0.43619,0.93932,-0.070699,4,-57.0,6.1727,920.75,51,1
0.43619,0.93932,-0.070699,4,-57.0,6.1727,920.75,51,1
0.43619,0.93932,-0.070699,4,-57.0,6.1727,920.75,51,1
0.43619,0.93932,-0.070699,4,-57.0,6.1727,920.75,51,1
0.43619,0.93932,-0.070699,4,-57.0,6.1727,920.75,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.4992,921.75,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.4992,921.75,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.4992,921.75,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.4992,921.75,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.4992,921.75,51,1
0.43619,0.93932,-0.070699,1,-59.0,4.4992,921.75,51,1
0.43619,0.93932,-0.070699,1,-61.0,5.7325,920.25,51,1
0.43619,0.93932,-0.070699,1,-61.0,5.7325,920.25,51,1
0.43619,0.93932,-0.070699,1,-61.0,5.7325,920.25,51,1
0.43619,0.93932,-0.070699,1,-61.0,5.7325,920.25,51,1
0.43619,0.93932,-0.070699,1,-61.0,5.7325,920.25,51,1
0.43619,0.93932,-0.070699,1,-61.0,5.7325,920.25,51,1
0.37756,0.97377,-0.10491,1,-59.0,4.47,921.75,51,1
0.37756,0.97377,-0.10491,1,-59.0,4.47,921.75,51,1
0.37756,0.97377,-0.10491,1,-59.0,4.47,921.75,51,1
0.37756,0.97377,-0.10491,1,-59.0,4.47,921.75,51,1
0.37756,0.97377,-0.10491,1,-59.0,4.47,921.75,51,1
0.37756,0.97377,-0.10491,1,-59.0,4.47,921.75,51,1
0.37756,0.97377,-0.10491,1,-60.5,2.5387,920.25,51,1
0.37756,0.97377,-0.10491,1,-60.5,2.5387,920.25,51,1
0.37756,0.97377,-0.10491,1,-60.5,2.5387,920.25,51,1
0.37756,0.97377,-0.10491,1,-60.5,2.5387,920.25,51,1
0.37756,0.97377,-0.10491,1,-60.5,2.5387,920.25,51,1
0.37756,0.97377,-0.10491,1,-60.5,2.5387,920.25,51,1
0.37756,0.97377,-0.10491,1,-60.0,1.7441,924.75,51,1
0.37756,0.97377,-0.10491,1,-60.0,1.7441,924.75,51,1
0.37756,0.97377,-0.10491,1,-60.0,1.7441,924.75,51,1
0.37756,0.97377,-0.10491,1,-60.0,1.7441,924.75,51,1
0.37756,0.97377,-0.10491,1,-60.0,1.7441,924.75,51,1
0.37756,0.97377,-0.10491,1,-60.0,1.7441,924.75,51,1
0.37756,0.97377,-0.10491,4,-56.5,0.5461,920.25,51,1
0.37756,0.97377,-0.10491,4,-56.5,0.5461,920.25,51,1
0.37756,0.97377,-0.10491,4,-56.5,0.5461,920.25,51,1
0.37756,0.97377,-0.10491,4,-56.5,0.5461,920.25,51,1
0.37756,0.97377,-0.10491,4,-56.5,0.5461,920.25,51,1
0.37756,0.97377,-0.10491,4,-56.5,0.5461,920.25,51,1
0.37756,0.97377,-0.10491,1,-59.5,4.8198,921.25,51,1
0.37756,0.97377,-0.10491,1,-59.5,4.8198,921.25,51,1
0.37756,0.97377,-0.10491,1,-59.5,4.8198,921.25,51,1
0.37756,0.97377,-0.10491,1,-59.5,4.8198,921.25,51,1
0.37756,0.97377,-0.10491,1,-59.5,4.8198,921.25,51,1
0.37756,0.97377,-0.10491,1,-59.5,4.8198,921.25,51,1
0.37756,0.97377,-0.10491,1,-59.0,4.3841,921.75,51,1
0.37756,0.97377,-0.10491,1,-59.0,4.3841,921.75,51,1
0.37756,0.97377,-0.10491,1,-59.0,4.3841,921.75,51,1
0.37756,0.97377,-0.10491,1,-59.0,4.3841,921.75,51,1
0.37756,0.97377,-0.10491,1,-59.0,4.3841,921.75,51,1
0.37756,0.97377,-0.10491,1,-59.0,4.3841,921.75,51,1
0.70587,0.83597,0.054735,1,-59.5,4.3151,921.75,51,1
0.70587,0.83597,0.054735,1,-59.5,4.3151,921.75,51,1
0.70587,0.83597,0.054735,1,-59.5,4.3151,921.75,51,1
0.70587,0.83597,0.054735,1,-59.5,4.3151,921.75,51,1
0.70587,0.83597,0.054735,1,-59.5,4.3151,921.75,51,1
0.70587,0.83597,0.054735,1,-59.5,4.3151,921.75,51,1
0.70587,0.83597,0.054735,1,-61.0,2.4083,920.25,51,1
0.70587,0.83597,0.054735,1,-61.0,2.4083,920.25,51,1
0.70587,0.83597,0.054735,1,-61.0,2.4083,920.25,51,1
0.70587,0.83597,0.054735,1,-61.0,2.4083,920.25,51,1
0.70587,0.83597,0.054735,1,-61.0,2.4083,920.25,51,1
0.70587,0.83597,0.054735,1,-61.0,2.4083,920.25,51,1
0.70587,0.83597,0.054735,1,-59.5,4.2169,921.75,51,1
0.70587,0.83597,0.054735,1,-59.5,4.2169,921.75,51,1
0.70587,0.83597,0.054735,1,-59.5,4.2169,921.75,51,1
0.70587,0.83597,0.054735,1,-59.5,4.2169,921.75,51,1
0.70587,0.83597,0.054735,1,-59.5,4.2169,921.75,51,1
0.70587,0.83597,0.054735,1,-59.5,4.2169,921.75,51,1
